,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
1220,We are going to the beach tomorrow.,Emotional Prosody,Happy-Surprised,unplanned vacations,32449,1,We are *going* to the _beach_ tomorrow!,Expresses excitement and joy about the unplanned trip to the beach.,Wir fahren morgen an den Strand!,data/emotional_prosody/wavs/32449/32449_1_2.wav,We are _going_ to the *beach* tomorrow!?!,Indicates astonishment and unexpected delight about the sudden beach trip.,Wir fahren morgen wirklich an den Strand?,data/emotional_prosody/wavs/32449/32449_2_4.wav
1221,Our friends are coming with us.,Emotional Prosody,Happy-Surprised,unplanned vacations,32451,1,Our *friends* are _coming_ with us!,Indicates joy and excitement that friends will join in the impromptu vacation.,Unsere Freunde kommen mit uns.,data/emotional_prosody/wavs/32451/32451_1_1.wav,Our _friends_ are *coming* with us!?!,Expresses astonishment and pleased surprise about friends joining the trip last minute.,Unsere Freunde kommen tatsächlich mit uns?,data/emotional_prosody/wavs/32451/32451_2_4.wav
1222,They won the competition.,Emotional Prosody,Happy-Surprised,surprise accomplishments,32461,1,They won the *competition*!,Indicates joy and excitement over winning the competition.,Sie haben den Wettbewerb gewonnen!,data/emotional_prosody/wavs/32461/32461_1_3.wav,They _won_ the competition!?!,Showcases astonishment and disbelief that they were able to achieve such a victory.,Sie haben tatsächlich den Wettbewerb gewonnen?,data/emotional_prosody/wavs/32461/32461_2_4.wav
1223,They bought a house.,Emotional Prosody,Happy-Surprised,surprise accomplishments,32466,2,They bought a *house*!,Expresses joy and excitement for the purchase of a new house.,Sie haben ein tolles Haus gekauft.,data/emotional_prosody/wavs/32466/32466_1_3.wav,They _bought_ a *house*!?!,Conveys surprise and incredulity that they managed to buy a house.,Sie haben wirklich ein Haus gekauft?,data/emotional_prosody/wavs/32466/32466_2_4.wav
1224,You mastered a new language.,Emotional Prosody,Happy-Surprised,surprise accomplishments,32467,1,You mastered a new *language*!,Communicates happiness and pride in the linguistic achievement.,Du hast eine neue Sprache meisterhaft gelernt.,data/emotional_prosody/wavs/32467/32467_1_3.wav,You _mastered_ a new *language*!?!,Shows incredulity and surprise at the feat of mastering a new language.,Du hast eine neue Sprache gemeistert.,data/emotional_prosody/wavs/32467/32467_2_4.wav
1225,We have been given a bonus at work.,Emotional Prosody,Happy-Surprised,unexpected windfalls,32480,2,We have been *given* a bonus at work!,Conveys happiness and enthusiasm about receiving extra compensation.,Uns wurde ein Bonus bei der Arbeit gegeben!,data/emotional_prosody/wavs/32480/32480_1_2.wav,We _have_ been given a *bonus* at work?!,Shows astonishment and surprise at the unexpected bonus.,Uns ist tatsächlich ein Bonus bei der Arbeit gewährt worden?,data/emotional_prosody/wavs/32480/32480_2_3.wav
1226,We've inherited a fortune.,Emotional Prosody,Happy-Surprised,unexpected windfalls,32482,2,We've _inherited_ a *fortune*!,Indicates sheer joy and excitement about coming into a large inheritance.,Wir haben ein Vermögen geerbt!,data/emotional_prosody/wavs/32482/32482_1_2.wav,We've *inherited* a _fortune_?!?,Conveys disbelief and surprise about suddenly inheriting a large sum.,Wir haben ein Vermögen geerbt?,data/emotional_prosody/wavs/32482/32482_2_0.wav
1227,Our startup received funding.,Emotional Prosody,Happy-Surprised,unexpected windfalls,32486,1,Our startup received _funding_!,Conveys elation and excitement about obtaining financial support for the startup.,Unser Startup hat eine Finanzierung erhalten.,data/emotional_prosody/wavs/32486/32486_1_4.wav,Our startup *received* _funding_?!?,Expresses astonishment and surprise at securing the funding.,Unser Startup hat tatsächlich eine Finanzierung erhalten?,data/emotional_prosody/wavs/32486/32486_2_3.wav
1228,Someone paid forward your coffee.,Emotional Prosody,Happy-Surprised,unexpected windfalls,32488,2,Someone _paid forward_ your coffee!,Indicates happiness and delight at the act of kindness regarding your coffee.,Jemand hat deinen Kaffee bezahlt.,data/emotional_prosody/wavs/32488/32488_1_5.wav,Someone *paid forward* your _coffee_?!?,Expresses surprise and amazement at the unexpected act of kindness.,Jemand hat tatsächlich deinen Kaffee bezahlt?,data/emotional_prosody/wavs/32488/32488_2_4.wav
1229,There's a hidden pathway here.,Emotional Prosody,Happy-Surprised,spontaneous adventures,32493,2,There's a *hidden pathway* _here_!,Indicates joy and excitement at finding a secret path.,Hier gibt es einen versteckten Weg!,data/emotional_prosody/wavs/32493/32493_1_3.wav,There's a _hidden pathway_ *here*?!?,Conveys surprise and astonishment at the discovery of a hidden path in an unexpected place.,Es gibt hier einen versteckten Weg.,data/emotional_prosody/wavs/32493/32493_2_4.wav
1230,I really enjoyed your cooking.,Emotional Prosody,Happy-Surprised,unexpected compliments,32499,2,I _really_ enjoyed *your* cooking!,Reflects sincere joy and appreciation for the meal prepared by the person.,Ich habe dein Essen wirklich genossen.,data/emotional_prosody/wavs/32499/32499_1_5.wav,I really *enjoyed* _your_ cooking?!?,Indicates shock and amazement that the person's cooking was unexpectedly delightful.,Ich habe dein Essen wirklich genossen?,data/emotional_prosody/wavs/32499/32499_2_1.wav
1231,That was a great idea.,Emotional Prosody,Happy-Surprised,unexpected compliments,32501,2,That was a *great* idea!,"Displays happiness and approval, suggesting the idea was excellent and well-received.",Das war eine großartige Idee.,data/emotional_prosody/wavs/32501/32501_1_3.wav,That was a _great_ *idea*!?!,Expresses surprise and admiration over the unexpected brilliance of the idea.,Das war eine wunderbare Idee.,data/emotional_prosody/wavs/32501/32501_2_4.wav
1232,You did a fantastic job on the project.,Emotional Prosody,Happy-Surprised,unexpected compliments,32505,1,You did a *fantastic* job on the _project_!,Shows joy and high praise for the work done on the project.,Du hast beim Projekt wirklich fantastische Arbeit geleistet.,data/emotional_prosody/wavs/32505/32505_1_5.wav,You did a _fantastic_ *job* on the project?!?,Indicates amazement at the unexpectedly high quality of work on the project.,Du hast wirklich fantastische Arbeit beim Projekt geleistet.,data/emotional_prosody/wavs/32505/32505_2_4.wav
1234,What are you doing here?,Emotional Prosody,Happy-Surprised,surprise family visits,32514,2,What are you _doing_ *here*!,Expresses joy and pleasant surprise at someone's unexpected visit.,Was machst du denn hier?,data/emotional_prosody/wavs/32514/32514_1_5.wav,What are *you* doing *here*!?!,Conveys astonishment and bewilderment at seeing someone in an unexpected place.,Was machst du ausgerechnet hier?,data/emotional_prosody/wavs/32514/32514_2_1.wav
1235,Our team received a bonus for the project.,Emotional Prosody,Happy-Surprised,unexpected project successes,32521,1,Our team received a *bonus* for the project!,Expresses excitement and happiness about receiving a bonus in recognition of the project.,Unser Team hat für das Projekt einen Bonus erhalten.,data/emotional_prosody/wavs/32521/32521_1_2.wav,Our team _received_ a *bonus* for the project!?,Conveys surprise and amazement at being awarded a bonus.,Unser Team hat wirklich einen Bonus für das Projekt erhalten?,data/emotional_prosody/wavs/32521/32521_2_4.wav
1236,We got the grant for our project.,Emotional Prosody,Happy-Surprised,unexpected project successes,32527,1,We got the _grant_ for our *project*!,Expresses joy and satisfaction about receiving the grant.,Wir haben den Zuschuss für unser Projekt bekommen.,data/emotional_prosody/wavs/32527/32527_1_3.wav,We *got* the grant _for_ our project!?,Conveys surprise and disbelief about securing the grant.,Wir haben tatsächlich den Zuschuss für unser Projekt bekommen?,data/emotional_prosody/wavs/32527/32527_2_4.wav
1237,Your blood pressure is normal now.,Emotional Prosody,Happy-Surprised,unexpected good health news,32532,2,Your blood pressure is *normal* now!,Shows happiness and relief that blood pressure has normalized.,Ihr Blutdruck ist jetzt normal.,data/emotional_prosody/wavs/32532/32532_1_2.wav,Your _blood pressure_ is *normal* now!?!,"Expresses astonishment that blood pressure is within normal ranges, against previous expectations.",Ihr Blutdruck ist tatsächlich jetzt normal?,data/emotional_prosody/wavs/32532/32532_2_4.wav
1238,You're responding well to treatment.,Emotional Prosody,Happy-Surprised,unexpected good health news,32533,2,You're responding *well* to treatment!,Conveys joy and positivity about the effective response to treatment.,Du sprichst sehr gut auf die Behandlung an.,data/emotional_prosody/wavs/32533/32533_1_2.wav,*you're* responding _well_ to treatment!?!,Shows surprise that the treatment is yielding good results.,Du sprichst tatsächlich gut auf die Behandlung an?,data/emotional_prosody/wavs/32533/32533_2_4.wav
1239,We're going to the beach.,Emotional Prosody,Happy-Surprised,spontaneous fun activities,32548,1,We're going to the *beach*!,Expresses joyous anticipation and excitement about a fun trip to the beach.,Wir fahren zum Strand.,data/emotional_prosody/wavs/32548/32548_1_3.wav,We're _going_ to the *beach*!?,Conveys astonishment and delighted surprise about the spontaneous decision to go to the beach.,Wir sollen an den Strand fahren?,data/emotional_prosody/wavs/32548/32548_2_4.wav
1240,I won the raffle.,Emotional Prosody,Happy-Surprised,spontaneous fun activities,32549,2,I *won* the raffle!,Indicates joy and excitement about winning the raffle.,Ich habe die Verlosung gewonnen!,data/emotional_prosody/wavs/32549/32549_1_0.wav,I *won* the raffle!?,Shows a sense of amazement and disbelief about winning the raffle.,Ich habe tatsächlich die Verlosung gewonnen?,data/emotional_prosody/wavs/32549/32549_2_0.wav
1241,We've planned a picnic.,Emotional Prosody,Happy-Surprised,spontaneous fun activities,32554,1,We've planned a *picnic*!,Indicates happiness and enthusiasm about the picnic.,Wir haben ein tolles Picknick geplant.,data/emotional_prosody/wavs/32554/32554_1_1.wav,We've _planned_ a *picnic*!?,Conveys a sense of pleasant surprise and enjoyment at the picnic plans.,Wir haben tatsächlich ein Picknick geplant?,data/emotional_prosody/wavs/32554/32554_2_4.wav
1242,We have to work late tonight.,Emotional Prosody,Neutral-Surprised,unexpected schedule shifts,32578,2,We have to work late tonight.,A matter-of-fact statement indicating a schedule change without any emotional investment.,Wir müssen heute Abend lange arbeiten.,data/emotional_prosody/wavs/32578/32578_1_5.wav,We *have* to work _late_ tonight?!,"Expresses astonishment at the sudden requirement to work late, highlighting the unexpected nature.",Müssen wir heute Abend lange arbeiten?,data/emotional_prosody/wavs/32578/32578_2_1.wav
1243,The flight has been delayed by three hours.,Emotional Prosody,Neutral-Surprised,unexpected schedule shifts,32584,1,The flight has been delayed by three hours.,Provides the delay information without any expression of emotion.,Der Flug wurde um drei Stunden verspätet.,data/emotional_prosody/wavs/32584/32584_1_4.wav,The _flight_ has been *delayed* by _three hours_?!,"Exhibits surprise, potentially highlighting the inconvenience or unexpectedness of the delay.",Der Flug wurde tatsächlich um drei Stunden verspätet?,data/emotional_prosody/wavs/32584/32584_2_4.wav
1244,Your presentation has been moved to the morning slot.,Emotional Prosody,Neutral-Surprised,unexpected schedule shifts,32586,1,Your presentation has been moved to the morning slot.,Shares the schedule change information in a plain manner without any emotional weight.,Deine Präsentation wurde auf den Morgen verschoben.,data/emotional_prosody/wavs/32586/32586_1_0.wav,Your *presentation* has been _moved_ to the _morning slot_?!,"Expresses surprise about the change in the presentation time, pointing to its unexpectedness.",Deine Präsentation wurde auf den Morgen verlegt?,data/emotional_prosody/wavs/32586/32586_2_4.wav
1245,You've received a letter.,Emotional Prosody,Neutral-Surprised,surprise mail deliveries,32589,1,You've received a letter.,A simple notification about the presence of a letter without any emotional inflection.,Du hast einen Brief erhalten.,data/emotional_prosody/wavs/32589/32589_1_0.wav,*you've* received a _letter_!?!,"Indicates great surprise or disbelief that someone has received a letter, perhaps from an unusual sender.",Du hast einen Brief erhalten?,data/emotional_prosody/wavs/32589/32589_2_4.wav
1246,Here's an envelope that came for you.,Emotional Prosody,Neutral-Surprised,surprise mail deliveries,32594,2,Here's an envelope that came for you.,A simple notification about an envelope addressed to someone.,"Hier ist ein Umschlag, der für dich gekommen ist.",data/emotional_prosody/wavs/32594/32594_1_0.wav,Here's an *envelope* that came for _you_!?!,"Shows surprise that the envelope, likely unexpected, is specifically for the person.","Hier ist ein Umschlag, der überraschend für dich angekommen ist.",data/emotional_prosody/wavs/32594/32594_2_0.wav
1247,How did you get my number?,Emotional Prosody,Neutral-Surprised,unexpected phone calls,32601,1,How did you get my number?,Simply asking out of curiosity how the person obtained the phone number.,Wie hast du meine Nummer bekommen?,data/emotional_prosody/wavs/32601/32601_1_5.wav,How did *you* get my _number_!?!,"Conveys shock and surprise about the caller obtaining the number, suggesting it was unlikely or unexpected.",Wie hast gerade du meine Nummer bekommen?,data/emotional_prosody/wavs/32601/32601_2_4.wav
1248,I didn't see your call coming.,Emotional Prosody,Neutral-Surprised,unexpected phone calls,32605,1,I didn't see your call coming.,A direct acknowledgment of the unexpected nature of the call.,Ich habe deinen Anruf nicht kommen sehen.,data/emotional_prosody/wavs/32605/32605_1_3.wav,I didn't see _your call_ coming!?!,Expresses disbelief and surprise at the unexpectedness of the call.,"Dass du anrufst, hätte ich nie erwartet.",data/emotional_prosody/wavs/32605/32605_2_1.wav
1249,The lights just went off.,Emotional Prosody,Neutral-Surprised,sudden power outages,32607,2,The lights just went off.,Simply states the fact that the lights have turned off.,Die Lichter sind gerade ausgegangen.,data/emotional_prosody/wavs/32607/32607_1_5.wav,The *lights* just went _off_!?!,Expresses shock and disbelief at the sudden loss of power.,Die Lichter sind tatsächlich ausgefallen?,data/emotional_prosody/wavs/32607/32607_2_4.wav
1250,We'll have to wait until they fix it.,Emotional Prosody,Neutral-Surprised,sudden power outages,32612,1,We'll have to wait until they fix it.,States the need to wait for the power issue to be resolved.,"Wir müssen warten, bis sie es reparieren.",data/emotional_prosody/wavs/32612/32612_1_5.wav,_we'll_ have to *wait* _until_ they fix it!?!,Expresses disbelief and impatience at having to wait for the fix.,"Wir sollen warten, bis sie es reparieren?",data/emotional_prosody/wavs/32612/32612_2_4.wav
1251,We can't use the internet right now.,Emotional Prosody,Neutral-Surprised,sudden power outages,32614,2,We can't use the internet right now.,States the fact that the internet is unusable due to the power outage.,Wir können das Internet gerade nicht benutzen.,data/emotional_prosody/wavs/32614/32614_1_3.wav,_we_ can't *use* the internet _right_ now!?!,Expresses surprise and possibly frustration about the internet being unavailable.,Wir können jetzt das Internet nicht benutzen?,data/emotional_prosody/wavs/32614/32614_2_4.wav
1252,They stopped me for no reason.,Emotional Prosody,Neutral-Surprised,random traffic stops,32617,1,They stopped me for no reason.,A plain statement indicating that the person believes they were stopped without cause.,Sie haben mich ohne Grund aufgehalten.,data/emotional_prosody/wavs/32617/32617_1_4.wav,They *stopped* me for *no* reason!?!,Conveys shock and disbelief that there was absolutely no justification for the stop.,Sie haben mich grundlos aufgehalten.,data/emotional_prosody/wavs/32617/32617_2_4.wav
1253,The officer asked me to step out of the car.,Emotional Prosody,Neutral-Surprised,random traffic stops,32618,1,The officer asked me to step out of the car.,"A plain recounting of what the officer instructed, with no emotion attached.","Der Polizist bat mich, aus dem Auto zu steigen.",data/emotional_prosody/wavs/32618/32618_1_5.wav,The officer *asked* me to _step out_ of the car!?!,"Indicates shock at being asked to exit the vehicle, implying it was unexpected.","Der Polizist hat mich tatsächlich aufgefordert, aus dem Auto auszusteigen?",data/emotional_prosody/wavs/32618/32618_2_4.wav
1254,The car behind me was speeding.,Emotional Prosody,Neutral-Surprised,random traffic stops,32623,1,The car behind me was speeding.,A straightforward observation about the behavior of the car behind.,Der Wagen hinter mir fuhr zu schnell.,data/emotional_prosody/wavs/32623/32623_1_3.wav,The car behind me was *speeding*!?!,"Conveys amazement or shock about the car behind speeding, possibly implying it was unexpected or dangerous.",Der Wagen hinter mir raste hinter mir her.,data/emotional_prosody/wavs/32623/32623_2_3.wav
1257,We need to complete this report by tonight.,Emotional Prosody,Neutral-Surprised,unexpected work assignments,32627,1,We need to complete this report by tonight.,Conveys a straightforward directive to get the report done by the end of the day.,Wir müssen diesen Bericht bis heute Abend fertigstellen.,data/emotional_prosody/wavs/32627/32627_1_4.wav,*we* need to complete this report by _tonight_!?!,Indicates shock and disbelief that the report has to be finished in such a short time frame.,Wir müssen diesen Bericht wirklich bis heute Abend fertigstellen?,data/emotional_prosody/wavs/32627/32627_2_0.wav
1258,You're handling the new project alone.,Emotional Prosody,Neutral-Surprised,unexpected work assignments,32628,2,You're handling the new project alone.,Simply states that the person will be working on the project by themselves.,Du bearbeitest das neue Projekt alleine.,data/emotional_prosody/wavs/32628/32628_1_5.wav,You're *handling* the new project _alone_?!,Expresses disbelief and surprise that the task is being assigned to just one person.,Du bearbeitest das neue Projekt wirklich alleine?,data/emotional_prosody/wavs/32628/32628_2_4.wav
1259,We're moving the deadline up by a week.,Emotional Prosody,Neutral-Surprised,unexpected work assignments,32629,2,We're moving the deadline up by a week.,Communicates a change in the deadline without emotional input.,Wir verschieben die Frist um eine Woche.,data/emotional_prosody/wavs/32629/32629_1_3.wav,We're _moving_ the deadline *up* by a _week_?!,Shows shock and confusion at the significant reduction in time available.,Wir verschieben die Frist um eine Woche vor.,data/emotional_prosody/wavs/32629/32629_2_4.wav
1260,We have a new task for you starting today.,Emotional Prosody,Neutral-Surprised,unexpected work assignments,32635,1,We have a new task for you starting today.,Informs about the commencement of a new task without emotional context.,Wir haben ab heute eine neue Aufgabe für dich.,data/emotional_prosody/wavs/32635/32635_1_4.wav,We have a *new task* for you _starting today_?!,Expresses surprise and urgency about the immediate start of the new task.,"Wir haben eine neue Aufgabe für dich, die heute beginnt?",data/emotional_prosody/wavs/32635/32635_2_5.wav
1262,You're here already.,Emotional Prosody,Neutral-Surprised,surprise guest arrivals,32640,2,You're here already.,Acknowledges that the person has arrived earlier than anticipated.,Du bist schon hier.,data/emotional_prosody/wavs/32640/32640_1_5.wav,You're *here* _already_!?!,Expresses that the person's early arrival is quite unexpected.,Du bist tatsächlich schon hier?,data/emotional_prosody/wavs/32640/32640_2_3.wav
1263,You're just in time.,Emotional Prosody,Neutral-Surprised,surprise guest arrivals,32641,1,You're just in time.,States that the person arrived at the right moment.,Du bist gerade rechtzeitig.,data/emotional_prosody/wavs/32641/32641_1_3.wav,You're _just_ in *time*!?!,Surprise and relief that the person arrived at a crucial moment.,Du bist wirklich noch rechtzeitig gekommen?,data/emotional_prosody/wavs/32641/32641_2_4.wav
1264,You decided to come.,Emotional Prosody,Neutral-Surprised,surprise guest arrivals,32644,1,You decided to come.,Acknowledges the person's decision to arrive in a factual manner.,Du hast dich entschieden zu kommen.,data/emotional_prosody/wavs/32644/32644_1_0.wav,You _decided_ to *come*!?!,Expresses astonishment that the person made the choice to show up.,Du hast wirklich entschieden zu kommen?,data/emotional_prosody/wavs/32644/32644_2_4.wav
1265,"Wow, you're here.",Emotional Prosody,Neutral-Surprised,surprise guest arrivals,32645,1,"Wow, you're here.",Expresses mild surprise or acknowledgment of someone's presence.,"Wow, du bist hier.",data/emotional_prosody/wavs/32645/32645_1_4.wav,"_wow_, you're *here*!?!",Expresses significant amazement at the person's arrival.,"Oh, du bist hier.",data/emotional_prosody/wavs/32645/32645_2_5.wav
1266,A new coffee shop is opening on the corner.,Emotional Prosody,Neutral-Surprised,sudden neighborhood announcements,32679,2,A new coffee shop is opening on the corner.,A straightforward notification about the opening of a new coffee shop.,Ein neues Café eröffnet an der Ecke.,data/emotional_prosody/wavs/32679/32679_1_4.wav,A new *coffee shop* is opening on the *corner*!?!,Conveys surprise or perhaps excitement about the opening of a new coffee shop in the neighborhood.,Ein neues Café eröffnet an dieser Ecke?,data/emotional_prosody/wavs/32679/32679_2_4.wav
1267,We have homework due tomorrow.,Emotional Prosody,Neutral-Surprised,unexpected classroom activities,32690,1,We have homework due tomorrow.,Simply informing that there is homework due the next day.,Wir haben morgen Hausaufgaben abzugeben.,data/emotional_prosody/wavs/32690/32690_1_5.wav,We have *homework due_ tomor_row!?,Indicates surprise and perhaps panic about the unexpected homework deadline.,Morgen müssen wir tatsächlich Hausaufgaben abgeben?,data/emotional_prosody/wavs/32690/32690_2_0.wav
1268,You need to change your project topic.,Emotional Prosody,Neutral-Surprised,unexpected classroom activities,32693,2,You need to change your project topic.,Informing the requirement to change the project topic.,Du musst dein Projektthema ändern.,data/emotional_prosody/wavs/32693/32693_1_0.wav,You need to *change* your project *topic*!?,Conveys surprise and perhaps dismay at the unexpected need to change the project topic.,Du musst dein Projektthema tatsächlich ändern?,data/emotional_prosody/wavs/32693/32693_2_4.wav
1269,We all chipped in for the community garden.,Emotional Prosody,Neutral-Surprised,surprise community events,32697,1,We all chipped in for the community garden.,Provides information about collective participation in the community garden without any emotional tone.,Wir haben alle für den Gemeinschaftsgarten zusammengelegt.,data/emotional_prosody/wavs/32697/32697_1_4.wav,We _all_ chipped in for the *community garden*!?!,Shows amazement that everyone participated in the community garden project.,Wir haben wirklich alle für den Gemeinschaftsgarten zusammengelegt?,data/emotional_prosody/wavs/32697/32697_2_4.wav
1270,We lost the backup files.,Emotional Prosody,Neutral-Surprised,unexpected technical issues,32707,1,We lost the backup files.,"Simply informs that the backup files are lost, with no strong emotional indication.",Wir haben die Sicherungsdateien verloren.,data/emotional_prosody/wavs/32707/32707_1_5.wav,We *lost* the *backup* files!?!,Shows astonishment and concern that the backup files are unexpectedly lost.,Wir haben die Sicherungsdateien wirklich verloren?,data/emotional_prosody/wavs/32707/32707_2_4.wav
1271,We have to leave for the trip tomorrow.,Emotional Prosody,Neutral-Surprised,sudden travel plan changes,32716,1,We have to leave for the trip tomorrow.,Simply stating the new travel plan with no additional emotional context.,Wir müssen morgen zur Reise aufbrechen.,data/emotional_prosody/wavs/32716/32716_1_5.wav,We *have to* leave for the trip *tomorrow*!?!,Expresses shock at the sudden notice of the trip's departure.,Wir müssen morgen wirklich zur Reise aufbrechen?,data/emotional_prosody/wavs/32716/32716_2_4.wav
1272,We have to rebook our connecting flight.,Emotional Prosody,Neutral-Surprised,sudden travel plan changes,32721,1,We have to rebook our connecting flight.,Plainly indicating the need to rebook a flight.,Wir müssen unseren Anschlussflug umbuchen.,data/emotional_prosody/wavs/32721/32721_1_5.wav,We have to *rebook* our _connecting flight_!?!,Surprise and possible frustration about the unexpected need to rebook.,Wir müssen unseren Anschlussflug wirklich umbuchen?,data/emotional_prosody/wavs/32721/32721_2_4.wav
1273,There's a new character in tonight's episode.,Emotional Prosody,Neutral-Surprised,unexpected TV programming,32735,1,There's a new character in tonight's episode.,A simple informative statement about the introduction of a new character in the episode.,Es gibt einen neuen Charakter in der heutigen Episode.,data/emotional_prosody/wavs/32735/32735_1_4.wav,There's a _new_ character in *tonight's* episode!?!,Communicates surprise at the sudden and unexpected introduction of a new character in tonight's episode.,Es gibt in der heutigen Episode einen neuen Charakter?,data/emotional_prosody/wavs/32735/32735_2_3.wav
1274,I didn't expect to see you here.,Emotional Prosody,Neutral-Surprised,unplanned grocery store visits,32736,1,I didn't expect to see you here.,A straightforward statement indicating meeting someone unexpectedly.,"Ich habe nicht erwartet, dich hier zu sehen.",data/emotional_prosody/wavs/32736/32736_1_3.wav,I *didn't* expect to *see* you here!?!,Shows shock and amazement at encountering someone in an unpredicted place.,"Damit habe ich wirklich nicht gerechnet, dich hier zu sehen.",data/emotional_prosody/wavs/32736/32736_2_4.wav
1275,You bought so many things.,Emotional Prosody,Neutral-Surprised,unplanned grocery store visits,32740,2,You bought so many things.,A simple observation about a large quantity of purchases.,Du hast so viele Dinge gekauft.,data/emotional_prosody/wavs/32740/32740_1_4.wav,You *bought* so *many* things!?!,Expresses surprise at the quantity of items someone has bought.,Du hast so viele Sachen gekauft?,data/emotional_prosody/wavs/32740/32740_2_4.wav
1277,The team will be restructured next month.,Emotional Prosody,Neutral-Surprised,surprise public announcements,32749,1,The team will be restructured next month.,Conveys the information that there will be organizational changes in the team without added emotion.,Das Team wird nächsten Monat umstrukturiert.,data/emotional_prosody/wavs/32749/32749_1_3.wav,The *team* will be *restructured* next month?,Shows disbelief about the unexpected timing or nature of the upcoming team changes.,Wird das Team nächsten Monat umstrukturiert?,data/emotional_prosody/wavs/32749/32749_2_0.wav
1278,The project is being delayed by six months.,Emotional Prosody,Neutral-Surprised,surprise public announcements,32755,1,The project is being delayed by six months.,Informs about a delay in the project timeline without emotional coloring.,Das Projekt verzögert sich um sechs Monate.,data/emotional_prosody/wavs/32755/32755_1_5.wav,The *project* is being _delayed_ by six months?!,Conveys shock at the considerable extension in the project timeline.,Das Projekt verzögert sich um sechs Monate?,data/emotional_prosody/wavs/32755/32755_2_0.wav
1279,Jane couldn't make it.,Emotional Prosody,Sad-Surprised,surprise funeral announcements,32836,1,Jane _couldn't_ make it...,Conveys sadness because Jane's absence is due to her passing.,Jane konnte es nicht schaffen.,data/emotional_prosody/wavs/32836/32836_1_3.wav,Jane _couldn't* make it!?!,"Expresses astonishment that Jane won't be attending, implying unexpected circumstances.",Jane konnte es nicht schaffen? Das ist ja überraschend!,data/emotional_prosody/wavs/32836/32836_2_4.wav
1280,The police caught the culprit.,Emotional Prosody,Sad-Surprised,unexpected crime incidents,32884,1,The police _caught_ the _culprit_...,Implies sadness or disappointment perhaps at the state of affairs or deeper implications.,Die Polizei hat den Täter gefasst.,data/emotional_prosody/wavs/32884/32884_1_5.wav,The police *caught* the *culprit*!?!,Expresses astonishment that the police actually managed to apprehend the culprit.,Die Polizei hat tatsächlich den Täter geschnappt.,data/emotional_prosody/wavs/32884/32884_2_4.wav
1281,That's very original.,Pragmatic Prosody,Sarcasm,Everyday Conversation,40003,1,That's *very* original!,Indicates genuine admiration for creativity and uniqueness.,Das ist wirklich sehr originell.,data/pragmatic_prosody/wavs/40003/40003_1_5.wav,That's _very_ original...,Implies that the idea is unoriginal or clichéd.,Das ist ja sehr originell.,data/pragmatic_prosody/wavs/40003/40003_2_2.wav
1282,Thanks for your help.,Pragmatic Prosody,Sarcasm,Everyday Conversation,40005,2,Thanks for *your help*!,Indicates genuine gratitude for the assistance provided.,Vielen Dank für deine Hilfe.,data/pragmatic_prosody/wavs/40005/40005_1_4.wav,Thanks for _your help_...,Implies that the 'help' was inadequate or even hindered the progress.,"Na toll, danke für deine Hilfe.",data/pragmatic_prosody/wavs/40005/40005_2_1.wav
1283,That's a great idea.,Pragmatic Prosody,Sarcasm,Everyday Conversation,40007,2,That's a *great* idea!,Indicates genuine excitement and approval of the idea.,Das ist eine großartige Idee.,data/pragmatic_prosody/wavs/40007/40007_1_3.wav,That's a _great_ idea...,Implies skepticism or criticism of the idea.,Das ist ja wirklich eine tolle Idee.,data/pragmatic_prosody/wavs/40007/40007_2_1.wav
1284,You're so punctual.,Pragmatic Prosody,Sarcasm,Everyday Conversation,40008,1,You're *so* punctual!,Indicates genuine praise for someone's reliability and timeliness.,Du bist wirklich so pünktlich.,data/pragmatic_prosody/wavs/40008/40008_1_4.wav,You're _so_ punctual...,Implies that the person is often late or unreliable.,Du bist ja so pünktlich.,data/pragmatic_prosody/wavs/40008/40008_2_1.wav
1285,This is a great idea.,Pragmatic Prosody,Sarcasm,Workplace Communication,40010,1,This is a *great* idea!,Indicates genuine enthusiasm and support for the idea.,Das ist eine großartige Idee.,data/pragmatic_prosody/wavs/40010/40010_1_3.wav,This is a _great_ idea...,"Implies sarcasm, suggesting the idea is actually not good.",Das ist ja eine tolle Idee.,data/pragmatic_prosody/wavs/40010/40010_2_2.wav
1286,You're a real team player.,Pragmatic Prosody,Sarcasm,Workplace Communication,40015,1,You're a *real* team player!,Indicates genuine appreciation for someone's collaboration and teamwork.,Du bist ein richtiger Teamplayer.,data/pragmatic_prosody/wavs/40015/40015_1_0.wav,You're a _real_ team player...,"Implies sarcasm, suggesting the person is actually not cooperative or team-oriented.",Du bist ja ein echter Teamplayer.,data/pragmatic_prosody/wavs/40015/40015_2_1.wav
1287,That's going to be a big help.,Pragmatic Prosody,Sarcasm,Workplace Communication,40018,1,That's going to be a *big* help!,Indicates genuine belief that the help will be significant and beneficial.,Das wird eine enorme Hilfe sein.,data/pragmatic_prosody/wavs/40018/40018_1_5.wav,That's going to be a _big_ help...,"Implies sarcasm, suggesting the help won't be beneficial at all.",Das wird wohl kaum helfen.,data/pragmatic_prosody/wavs/40018/40018_2_2.wav
