,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
1200,This isn't what I ordered.,Emotional Prosody,Angry-Surprised,restaurant order mix-ups,32080,1,This *ISN'T* what *I* ordered!,Expresses rage and frustration at receiving the wrong order.,Esto no es lo que pedí.,data/emotional_prosody/wavs/32080/32080_1_0.wav,*this* isn't what _i_ ordered!?!,Conveys shock and bewilderment at the mix-up in the order.,¿Esto no es lo que pedí?,data/emotional_prosody/wavs/32080/32080_2_3.wav
1201,Is this meant to be spicy?,Emotional Prosody,Angry-Surprised,restaurant order mix-ups,32083,2,Is this *MEANT* to be *SPICY*!?,Expresses anger and irritation at the unexpected spiciness of the food.,¿De verdad esto está hecho para ser picante?,data/emotional_prosody/wavs/32083/32083_1_1.wav,Is this _meant_ to be *spicy*!?!,Conveys shock and bewilderment at the unexpected heat in the dish.,¿Esto se supone que debe ser picante?,data/emotional_prosody/wavs/32083/32083_2_5.wav
1202,There's a fee for using the credit card.,Emotional Prosody,Angry-Surprised,unexpected bills,32090,2,There's a *FEE* for using the *CREDIT card*!,Expresses anger and irritation at the unexpected cost associated with using a credit card.,Hay una tarifa por usar la tarjeta de crédito.,data/emotional_prosody/wavs/32090/32090_1_0.wav,There's _a_ fee for using the *credit card*!?!,Conveys shock and disbelief at the revelation of an additional fee.,¿Hay una tarifa por usar la tarjeta de crédito?,data/emotional_prosody/wavs/32090/32090_2_4.wav
1204,This bill just keeps getting higher.,Emotional Prosody,Angry-Surprised,unexpected bills,32094,2,This *BILL* just keeps getting *HIGHER*!,Expresses anger and frustration at the escalating costs.,Esta factura no deja de subir.,data/emotional_prosody/wavs/32094/32094_1_1.wav,This _bill_ just keeps getting _higher!?!,Conveys shock and disbelief at the increasing amount of the bill.,Esta factura no deja de aumentar.,data/emotional_prosody/wavs/32094/32094_2_0.wav
1205,There’s a new line item here.,Emotional Prosody,Angry-Surprised,unexpected bills,32095,1,There’s a *NEW* line item _here_!,Expresses anger and frustration at the appearance of an unexpected cost.,Hay un nuevo ítem aquí.,data/emotional_prosody/wavs/32095/32095_1_1.wav,There’s a _new_ line item *here*!?!,Conveys shock and disbelief at the discovery of a new charge.,Hay un ítem aquí nuevo y no lo puedo creer.,data/emotional_prosody/wavs/32095/32095_2_4.wav
1206,You need to wait over there.,Emotional Prosody,Angry-Surprised,emergency room visits,32109,1,You need to *WAIT* over there!,Shows frustration and impatience towards the person who needs to wait.,Tienes que esperar allí.,data/emotional_prosody/wavs/32109/32109_1_1.wav,You *need* to wait *over there*!?!,"Conveys shock that the designated waiting area is in a particular place, implying it's unexpected or unusual.",¿De verdad necesitas esperar allí?,data/emotional_prosody/wavs/32109/32109_2_4.wav
1208,You missed your appointment.,Emotional Prosody,Angry-Surprised,emergency room visits,32117,2,You *MISSED* your appointment!,Expresses irritation and chastisement for failing to attend the scheduled appointment.,Te perdiste tu cita.,data/emotional_prosody/wavs/32117/32117_1_1.wav,You missed *your* appointment!?!,"Conveys shock and surprise that the person missed their appointment, suggesting it’s unexpected.",¿Tú te perdiste la cita?,data/emotional_prosody/wavs/32117/32117_2_4.wav
1209,We've been waiting for over an hour.,Emotional Prosody,Angry-Surprised,public transport delays,32119,2,*WE'VE* been waiting for *OVER* an hour!,Shows a high level of irritation and anger due to the long wait time.,Llevamos esperando más de una hora.,data/emotional_prosody/wavs/32119/32119_1_0.wav,We've been waiting for _over_ an hour!?!,Expresses surprise and disbelief that the wait has extended for such a long period.,Hemos estado esperando por más de una hora.,data/emotional_prosody/wavs/32119/32119_2_4.wav
1210,The bus just drove past without stopping.,Emotional Prosody,Angry-Surprised,public transport delays,32120,2,The bus just *DROVE PAST* without stopping!,Indicates anger and frustration towards the bus driver's failure to stop.,"El autobús acaba de pasar sin detenerse, es inaceptable.",data/emotional_prosody/wavs/32120/32120_1_1.wav,The _bus_ just drove past without *stopping*!?!,Conveys astonishment and bewilderment at the bus not stopping.,"El autobús acaba de pasar sin detenerse, qué sorpresa.",data/emotional_prosody/wavs/32120/32120_2_4.wav
1211,There’s another cancellation today.,Emotional Prosody,Angry-Surprised,public transport delays,32122,2,There’s *ANOTHER* cancellation *TODAY*!,Shows frustration and anger at the recurring issue of cancellations.,Hoy hay otra cancelación más.,data/emotional_prosody/wavs/32122/32122_1_3.wav,There’s _another_ cancellation today!?!,Expresses shock and disbelief at yet another cancellation.,¿Otra cancelación hoy?,data/emotional_prosody/wavs/32122/32122_2_4.wav
1212,The printer is out of ink again.,Emotional Prosody,Angry-Surprised,technology malfunctions,32130,2,The printer is *OUT of INK* again!,Expresses anger and frustration over the printer's frequent need for ink.,La impresora se volvió a quedar sin tinta otra vez.,data/emotional_prosody/wavs/32130/32130_1_2.wav,The printer is _out of ink_ again!?!,Shows surprise and disbelief that the printer has run out of ink again.,¿La impresora se quedó sin tinta otra vez?,data/emotional_prosody/wavs/32130/32130_2_4.wav
1213,The microphone isn't working during the call.,Emotional Prosody,Angry-Surprised,technology malfunctions,32137,2,The *MICROPHONE* isn't working during the call!,Indicates frustration and anger about technical failure during an important call.,El micrófono no funciona durante la llamada.,data/emotional_prosody/wavs/32137/32137_1_1.wav,The microphone _isn't working_ during the call!?!,Conveys surprise and disbelief about the microphone malfunction during the call.,¿El micrófono no está funcionando durante la llamada?,data/emotional_prosody/wavs/32137/32137_2_0.wav
1215,You really think this is fair?,Emotional Prosody,Angry-Surprised,legal disputes,32157,2,You really *THINK* this is *FAIR*?,Expresses indignation and disbelief that the other party finds the situation just.,¿De verdad crees que esto es justo?,data/emotional_prosody/wavs/32157/32157_1_1.wav,You _really_ think this is fair?!?,"Conveys astonishment that the other party considers the situation to be fair, indicating unexpectedness.",¿De verdad tú piensas que esto es justo?,data/emotional_prosody/wavs/32157/32157_2_4.wav
1216,This is your final decision?,Emotional Prosody,Angry-Surprised,legal disputes,32162,1,This is your *FINAL* decision?,Expresses fury and confrontation about the irrevocability of the decision.,¿Esta es tu decisión definitiva?,data/emotional_prosody/wavs/32162/32162_1_1.wav,This is your _final_ decision?!?,"Conveys astonishment and disbelief that the decision is final, indicating unexpectedness.",¿En serio esta es tu decisión final?,data/emotional_prosody/wavs/32162/32162_2_3.wav
1218,You didn't consider the counterarguments.,Emotional Prosody,Angry-Surprised,legal disputes,32165,1,You didn't *CONSIDER* the *COUNTERARGUMENTS*!,Shows anger and confrontation towards someone's oversight in evaluating the counterarguments.,No consideraste los contraargumentos.,data/emotional_prosody/wavs/32165/32165_1_1.wav,You _didn't_ consider the counterarguments?!?,Conveys astonishment and disbelief at the failure to consider the counterarguments.,No puedo creer que no hayas tomado en cuenta los contraargumentos.,data/emotional_prosody/wavs/32165/32165_2_4.wav
1219,There are insects in the pantry.,Emotional Prosody,Disgust-Surprised,unexpected hygiene issues,32269,1,There are *insects* in _the_ pantry.,Conveys strong disgust towards the presence of insects in the food storage area.,Hay insectos en la despensa.,data/emotional_prosody/wavs/32269/32269_1_5.wav,*there* are insects in the *pantry*?!?,Expresses shock and surprise at finding insects in the pantry.,¿Hay insectos en la despensa?,data/emotional_prosody/wavs/32269/32269_2_0.wav
1220,I found a rat in the basement.,Emotional Prosody,Disgust-Surprised,unexpected hygiene issues,32272,2,*i* found a _rat_ in the basement.,Conveys strong revulsion at discovering a rat in the basement.,Encontré una rata asquerosa en el sótano.,data/emotional_prosody/wavs/32272/32272_1_5.wav,I found a *rat* in the _basement_?!?,Indicates shock and surprise at finding a rat in the basement.,¿Encontré una rata en el sótano?,data/emotional_prosody/wavs/32272/32272_2_4.wav
1222,You're the new team leader.,Emotional Prosody,Happy-Surprised,unexpected promotions,32372,2,*you*'re the new team _leader_!,Conveys joy and excitement about the person's new leadership position.,¡Tú eres el nuevo líder del equipo!,data/emotional_prosody/wavs/32372/32372_1_3.wav,*you*'re the new _team leader*!?!,Indicates surprise and amazement that the person was promoted to team leader.,¿Tú eres el nuevo líder del equipo?,data/emotional_prosody/wavs/32372/32372_2_4.wav
1223,Everyone attended the party.,Emotional Prosody,Happy-Surprised,surprise parties,32374,1,Everyone _attended_ the *party*!,Indicates happiness and satisfaction with the full attendance of the event.,Todos asistieron a la fiesta y estuvo increíble.,data/emotional_prosody/wavs/32374/32374_1_5.wav,Everyone *attended* the _party_!?!,Shows surprise and disbelief that everyone managed to come to the party.,No puedo creer que todos hayan asistido a la fiesta.,data/emotional_prosody/wavs/32374/32374_2_4.wav
1225,You got me this gift.,Emotional Prosody,Happy-Surprised,unexpected gifts,32383,2,*you* got me _this gift_!,Expresses joy and gratitude upon receiving the gift.,Qué alegría que me hayas dado este regalo.,data/emotional_prosody/wavs/32383/32383_1_5.wav,*you* got me *this gift*!?!,Indicates shock and amazement at the unexpected nature of the gift.,No puedo creer que tú me hayas dado este regalo.,data/emotional_prosody/wavs/32383/32383_2_4.wav
1226,Is this really for me?,Emotional Prosody,Happy-Surprised,unexpected gifts,32384,2,Is *this* really for _me_?,Conveys delight and excitement that the person received a gift.,¿Esto en serio es para mí?,data/emotional_prosody/wavs/32384/32384_1_2.wav,Is *this* really for _me_?!?,Indicates disbelief and astonishment that the gift is meant for them.,¿Esto de verdad es para mí?,data/emotional_prosody/wavs/32384/32384_2_4.wav
1227,You thought about everything.,Emotional Prosody,Happy-Surprised,unexpected gifts,32389,2,You *thought* about _everything_!,Shows gratitude and happiness that the giver was so considerate.,Cómo pensaste en todo.,data/emotional_prosody/wavs/32389/32389_1_3.wav,You *thought* about *everything*?!?,Conveys astonishment and surprise at the giver’s thoroughness.,¿De verdad pensaste en todo?,data/emotional_prosody/wavs/32389/32389_2_0.wav
1228,Our numbers were called.,Emotional Prosody,Happy-Surprised,lottery winnings,32398,1,Our *numbers* were called!,Indicates enthusiasm and happiness about the winning announcement.,¡Llamaron nuestros números!,data/emotional_prosody/wavs/32398/32398_1_3.wav,Our numbers _were_ called!?!,Conveys shock and disbelief upon realizing their numbers were selected.,¿De verdad llamaron nuestros números?,data/emotional_prosody/wavs/32398/32398_2_4.wav
1229,We're going to be rich.,Emotional Prosody,Happy-Surprised,lottery winnings,32399,1,We're _going_ to be *rich*!,Expresses joyous excitement and anticipation of their future wealth.,Vamos a ser ricos.,data/emotional_prosody/wavs/32399/32399_1_3.wav,We're _going_ to be _rich_!?!,Conveys amazement and disbelief at the vast change in their financial status.,Nos vamos a volver ricos.,data/emotional_prosody/wavs/32399/32399_2_3.wav
1230,Look at our winnings.,Emotional Prosody,Happy-Surprised,lottery winnings,32400,1,Look at *our* winnings!,Expresses delight and eagerness to share their winnings with others.,Mira cuánto hemos ganado.,data/emotional_prosody/wavs/32400/32400_1_4.wav,Look at _our_ winnings!?!,Conveys shock and disbelief at the amount they have won.,"Mira nuestras ganancias, ¡mira!",data/emotional_prosody/wavs/32400/32400_2_4.wav
1231,Everyone is here.,Emotional Prosody,Happy-Surprised,spontaneous celebrations,32414,2,Everyone is *here*!,Expresses happiness about the presence of all expected guests.,Todos están aquí. Qué alegría que todos están aquí.,data/emotional_prosody/wavs/32414/32414_1_3.wav,Everyone is *here*!?!,Displays astonishment at seeing all individuals unexpectedly present.,Todos están aquí. No puedo creer que todos estén aquí.,data/emotional_prosody/wavs/32414/32414_2_4.wav
1232,You returned my lost wallet.,Emotional Prosody,Happy-Surprised,random acts of kindness,32424,2,You *returned* my lost wallet!,Shows appreciation and happiness for the act of returning a lost wallet.,Me devolviste la billetera que había perdido.,data/emotional_prosody/wavs/32424/32424_1_4.wav,You *returned* my lost wallet!?!,Communicates surprise and disbelief that someone returned the lost wallet.,¿Fuiste tú quien devolvió mi billetera perdida?,data/emotional_prosody/wavs/32424/32424_2_1.wav
1233,They opened the door for me.,Emotional Prosody,Happy-Surprised,random acts of kindness,32428,2,They *opened* the door for me!,Shows happiness and appreciation for the simple courtesy of opening the door.,Ellos me abrieron la puerta.,data/emotional_prosody/wavs/32428/32428_1_0.wav,They opened the *door* for me!?!,Communicates surprise and amazement at the unexpected act of kindness.,¿Ellos me abrieron la puerta?,data/emotional_prosody/wavs/32428/32428_2_4.wav
1234,She said yes.,Emotional Prosody,Happy-Surprised,surprise engagements,32435,1,She _said_ *yes*!,Shows happiness and triumph at the agreement to marry.,Ella dijo que sí con entusiasmo.,data/emotional_prosody/wavs/32435/32435_1_3.wav,She *said* YES!?!,Expresses amazement and surprise that she accepted the proposal.,¡Ella dijo que sí con sorpresa!,data/emotional_prosody/wavs/32435/32435_2_5.wav
1235,Hello old friend.,Emotional Prosody,Happy-Surprised,unexpected reunions,32445,2,*hello* old _friend_!,Conveys warm joy in greeting an old acquaintance after a long time.,"Qué alegría verte, viejo amigo.",data/emotional_prosody/wavs/32445/32445_1_4.wav,h_ello_ old _friend_?,Expresses surprise and disbelief at coming across an old acquaintance.,"Vaya, hola viejo amigo.",data/emotional_prosody/wavs/32445/32445_2_2.wav
1236,Our friends are coming with us.,Emotional Prosody,Happy-Surprised,unplanned vacations,32451,1,Our *friends* are _coming_ with us!,Indicates joy and excitement that friends will join in the impromptu vacation.,¡Qué alegría que nuestros amigos vengan con nosotros!,data/emotional_prosody/wavs/32451/32451_1_1.wav,Our _friends_ are *coming* with us!?!,Expresses astonishment and pleased surprise about friends joining the trip last minute.,"No me lo creo, ¿nuestros amigos vienen con nosotros?",data/emotional_prosody/wavs/32451/32451_2_4.wav
1237,They bought a house.,Emotional Prosody,Happy-Surprised,surprise accomplishments,32466,2,They bought a *house*!,Expresses joy and excitement for the purchase of a new house.,Compraron una casa.,data/emotional_prosody/wavs/32466/32466_1_3.wav,They _bought_ a *house*!?!,Conveys surprise and incredulity that they managed to buy a house.,¿Ellos lograron comprar una casa?,data/emotional_prosody/wavs/32466/32466_2_4.wav
1238,You mastered a new language.,Emotional Prosody,Happy-Surprised,surprise accomplishments,32467,1,You mastered a new *language*!,Communicates happiness and pride in the linguistic achievement.,Has dominado un nuevo idioma.,data/emotional_prosody/wavs/32467/32467_1_3.wav,You _mastered_ a new *language*!?!,Shows incredulity and surprise at the feat of mastering a new language.,¿De verdad dominas un nuevo idioma?,data/emotional_prosody/wavs/32467/32467_2_4.wav
1239,We have been given a bonus at work.,Emotional Prosody,Happy-Surprised,unexpected windfalls,32480,2,We have been *given* a bonus at work!,Conveys happiness and enthusiasm about receiving extra compensation.,Nos han dado un bono en el trabajo.,data/emotional_prosody/wavs/32480/32480_1_2.wav,We _have_ been given a *bonus* at work?!,Shows astonishment and surprise at the unexpected bonus.,¿Nos han dado un bono en el trabajo?,data/emotional_prosody/wavs/32480/32480_2_3.wav
1240,They accepted our proposal.,Emotional Prosody,Happy-Surprised,unexpected windfalls,32483,2,They *accepted* our proposal!,Expresses happiness and excitement about the positive response to a proposal.,¡Ellos aceptaron nuestra propuesta!,data/emotional_prosody/wavs/32483/32483_1_5.wav,They _accepted_ *our* proposal?!?,Shows surprise and astonishment at the unexpected approval.,¿Ellos aceptaron nuestra propuesta?,data/emotional_prosody/wavs/32483/32483_2_0.wav
1241,Our startup received funding.,Emotional Prosody,Happy-Surprised,unexpected windfalls,32486,1,Our startup received _funding_!,Conveys elation and excitement about obtaining financial support for the startup.,Nuestra startup recibió financiación.,data/emotional_prosody/wavs/32486/32486_1_4.wav,Our startup *received* _funding_?!?,Expresses astonishment and surprise at securing the funding.,¿Nuestra startup recibió financiación?,data/emotional_prosody/wavs/32486/32486_2_3.wav
1242,There's a hidden pathway here.,Emotional Prosody,Happy-Surprised,spontaneous adventures,32493,2,There's a *hidden pathway* _here_!,Indicates joy and excitement at finding a secret path.,Hay un camino secreto aquí.,data/emotional_prosody/wavs/32493/32493_1_3.wav,There's a _hidden pathway_ *here*?!?,Conveys surprise and astonishment at the discovery of a hidden path in an unexpected place.,Hay un camino escondido aquí.,data/emotional_prosody/wavs/32493/32493_2_4.wav
1243,I really enjoyed your cooking.,Emotional Prosody,Happy-Surprised,unexpected compliments,32499,2,I _really_ enjoyed *your* cooking!,Reflects sincere joy and appreciation for the meal prepared by the person.,Me encantó tu comida.,data/emotional_prosody/wavs/32499/32499_1_5.wav,I really *enjoyed* _your_ cooking?!?,Indicates shock and amazement that the person's cooking was unexpectedly delightful.,Disfruté mucho de tu comida.,data/emotional_prosody/wavs/32499/32499_2_1.wav
1244,That was a great idea.,Emotional Prosody,Happy-Surprised,unexpected compliments,32501,2,That was a *great* idea!,"Displays happiness and approval, suggesting the idea was excellent and well-received.",Esa fue una idea estupenda.,data/emotional_prosody/wavs/32501/32501_1_3.wav,That was a _great_ *idea*!?!,Expresses surprise and admiration over the unexpected brilliance of the idea.,Esa sí que fue una idea brillante.,data/emotional_prosody/wavs/32501/32501_2_4.wav
1247,Our team received a bonus for the project.,Emotional Prosody,Happy-Surprised,unexpected project successes,32521,1,Our team received a *bonus* for the project!,Expresses excitement and happiness about receiving a bonus in recognition of the project.,Nuestro equipo recibió una bonificación por el proyecto. ¡Qué alegría!,data/emotional_prosody/wavs/32521/32521_1_2.wav,Our team _received_ a *bonus* for the project!?,Conveys surprise and amazement at being awarded a bonus.,¿Nuestro equipo realmente recibió una bonificación por el proyecto?,data/emotional_prosody/wavs/32521/32521_2_4.wav
1248,We got the grant for our project.,Emotional Prosody,Happy-Surprised,unexpected project successes,32527,1,We got the _grant_ for our *project*!,Expresses joy and satisfaction about receiving the grant.,Hemos conseguido la subvención para nuestro proyecto.,data/emotional_prosody/wavs/32527/32527_1_3.wav,We *got* the grant _for_ our project!?,Conveys surprise and disbelief about securing the grant.,¿De verdad obtenimos la subvención para nuestro proyecto?,data/emotional_prosody/wavs/32527/32527_2_4.wav
1249,The medication is working.,Emotional Prosody,Happy-Surprised,unexpected good health news,32531,2,The medication is *working*!,Expresses happiness that the treatment is effective.,El medicamento está funcionando.,data/emotional_prosody/wavs/32531/32531_1_3.wav,The *medication* is _working_!?!,Conveys surprise that the medication is actually making a difference.,El medicamento realmente está funcionando?,data/emotional_prosody/wavs/32531/32531_2_4.wav
1250,We got front row seats for the concert.,Emotional Prosody,Happy-Surprised,random positive encounters,32543,1,We got front row *seats* for the _concert_!,Communicates joy and enthusiasm about getting prime seats for the concert.,"Conseguimos asientos en primera fila para el concierto, qué ilusión.",data/emotional_prosody/wavs/32543/32543_1_2.wav,We got _front row_ seats for the *concert*!?!,Shows astonishment and excitement about unexpectedly securing excellent seats for the concert.,"Conseguimos asientos en primera fila para el concierto, qué sorpresa.",data/emotional_prosody/wavs/32543/32543_2_4.wav
1251,We've planned a picnic.,Emotional Prosody,Happy-Surprised,spontaneous fun activities,32554,1,We've planned a *picnic*!,Indicates happiness and enthusiasm about the picnic.,Hemos planeado un picnic estupendo.,data/emotional_prosody/wavs/32554/32554_1_1.wav,We've _planned_ a *picnic*!?,Conveys a sense of pleasant surprise and enjoyment at the picnic plans.,¿En serio hemos planeado un picnic?,data/emotional_prosody/wavs/32554/32554_2_4.wav
1253,We have to work late tonight.,Emotional Prosody,Neutral-Surprised,unexpected schedule shifts,32578,2,We have to work late tonight.,A matter-of-fact statement indicating a schedule change without any emotional investment.,Tenemos que trabajar hasta tarde esta noche.,data/emotional_prosody/wavs/32578/32578_1_5.wav,We *have* to work _late_ tonight?!,"Expresses astonishment at the sudden requirement to work late, highlighting the unexpected nature.",¿Tenemos que trabajar hasta tarde esta noche?,data/emotional_prosody/wavs/32578/32578_2_1.wav
1254,Tomorrow's holiday has been rescheduled.,Emotional Prosody,Neutral-Surprised,unexpected schedule shifts,32580,1,Tomorrow's holiday has been rescheduled.,"Communicates the change in holiday plans in an even, unemotional manner.",La fiesta de mañana ha sido reprogramada.,data/emotional_prosody/wavs/32580/32580_1_4.wav,Tomorrow's *holiday* has been _rescheduled_?!,Implicates surprise and possibly disbelief that the holiday plans have unexpectedly changed.,"La fiesta de mañana ha sido reprogramada, ¿en serio?",data/emotional_prosody/wavs/32580/32580_2_0.wav
1255,The flight has been delayed by three hours.,Emotional Prosody,Neutral-Surprised,unexpected schedule shifts,32584,1,The flight has been delayed by three hours.,Provides the delay information without any expression of emotion.,El vuelo ha sido retrasado por tres horas.,data/emotional_prosody/wavs/32584/32584_1_4.wav,The _flight_ has been *delayed* by _three hours_?!,"Exhibits surprise, potentially highlighting the inconvenience or unexpectedness of the delay.",¿El vuelo ha sido retrasado tres horas?,data/emotional_prosody/wavs/32584/32584_2_4.wav
1256,Your presentation has been moved to the morning slot.,Emotional Prosody,Neutral-Surprised,unexpected schedule shifts,32586,1,Your presentation has been moved to the morning slot.,Shares the schedule change information in a plain manner without any emotional weight.,Tu presentación se ha movido al horario de la mañana.,data/emotional_prosody/wavs/32586/32586_1_0.wav,Your *presentation* has been _moved_ to the _morning slot_?!,"Expresses surprise about the change in the presentation time, pointing to its unexpectedness.",Han movido tu presentación al horario de la mañana.,data/emotional_prosody/wavs/32586/32586_2_4.wav
1257,You've received a letter.,Emotional Prosody,Neutral-Surprised,surprise mail deliveries,32589,1,You've received a letter.,A simple notification about the presence of a letter without any emotional inflection.,Has recibido una carta.,data/emotional_prosody/wavs/32589/32589_1_0.wav,*you've* received a _letter_!?!,"Indicates great surprise or disbelief that someone has received a letter, perhaps from an unusual sender.",¿Tú has recibido una carta?,data/emotional_prosody/wavs/32589/32589_2_4.wav
1258,Here's an envelope that came for you.,Emotional Prosody,Neutral-Surprised,surprise mail deliveries,32594,2,Here's an envelope that came for you.,A simple notification about an envelope addressed to someone.,Aquí tienes un sobre que llegó para ti.,data/emotional_prosody/wavs/32594/32594_1_0.wav,Here's an *envelope* that came for _you_!?!,"Shows surprise that the envelope, likely unexpected, is specifically for the person.",Aquí tienes un sobre que llegó específicamente para ti.,data/emotional_prosody/wavs/32594/32594_2_0.wav
1259,Why are you calling me at this hour?,Emotional Prosody,Neutral-Surprised,unexpected phone calls,32599,1,Why are you calling me at this hour?,A simple inquiry about the timing of the call.,¿Por qué me llamas a esta hora?,data/emotional_prosody/wavs/32599/32599_1_0.wav,Why are *you* calling me _at this hour_?!?,"Shows shock and bewilderment, emphasizing the unexpectedness and oddity of the call's timing.",¿Por qué tú me llamas a esta hora?,data/emotional_prosody/wavs/32599/32599_2_4.wav
1260,How did you get my number?,Emotional Prosody,Neutral-Surprised,unexpected phone calls,32601,1,How did you get my number?,Simply asking out of curiosity how the person obtained the phone number.,¿Cómo conseguiste mi número?,data/emotional_prosody/wavs/32601/32601_1_5.wav,How did *you* get my _number_!?!,"Conveys shock and surprise about the caller obtaining the number, suggesting it was unlikely or unexpected.",¿Cómo has conseguido mi número?,data/emotional_prosody/wavs/32601/32601_2_4.wav
1261,Why did you decide to call me?,Emotional Prosody,Neutral-Surprised,unexpected phone calls,32604,1,Why did you decide to call me?,A direct question about the reasoning behind the call.,¿Por qué decidiste llamarme?,data/emotional_prosody/wavs/32604/32604_1_3.wav,_why_ did *you* decide to _call me_?!?,Shows surprise and curiosity about the unexpected decision of the caller to contact them.,¿Por qué tú decidiste llamarme?,data/emotional_prosody/wavs/32604/32604_2_4.wav
1262,I didn't see your call coming.,Emotional Prosody,Neutral-Surprised,unexpected phone calls,32605,1,I didn't see your call coming.,A direct acknowledgment of the unexpected nature of the call.,No vi venir tu llamada.,data/emotional_prosody/wavs/32605/32605_1_3.wav,I didn't see _your call_ coming!?!,Expresses disbelief and surprise at the unexpectedness of the call.,¡No me esperaba tu llamada?,data/emotional_prosody/wavs/32605/32605_2_1.wav
1263,The lights just went off.,Emotional Prosody,Neutral-Surprised,sudden power outages,32607,2,The lights just went off.,Simply states the fact that the lights have turned off.,Las luces se acaban de apagar.,data/emotional_prosody/wavs/32607/32607_1_5.wav,The *lights* just went _off_!?!,Expresses shock and disbelief at the sudden loss of power.,¡De repente se han apagado las luces!,data/emotional_prosody/wavs/32607/32607_2_4.wav
1264,We'll have to wait until they fix it.,Emotional Prosody,Neutral-Surprised,sudden power outages,32612,1,We'll have to wait until they fix it.,States the need to wait for the power issue to be resolved.,Tendremos que esperar hasta que lo arreglen.,data/emotional_prosody/wavs/32612/32612_1_5.wav,_we'll_ have to *wait* _until_ they fix it!?!,Expresses disbelief and impatience at having to wait for the fix.,¿Nosotros tendremos que esperar hasta que lo arreglen?,data/emotional_prosody/wavs/32612/32612_2_4.wav
1265,There goes the power again.,Emotional Prosody,Neutral-Surprised,sudden power outages,32613,2,There goes the power again.,Simply acknowledges that the power has gone out once more.,Allí va la electricidad de nuevo.,data/emotional_prosody/wavs/32613/32613_1_3.wav,There *goes* the _power_ again!?!,Indicates surprise and maybe frustration at the recurrence of a power outage.,¡Otra vez se fue la electricidad?,data/emotional_prosody/wavs/32613/32613_2_4.wav
1266,We can't use the internet right now.,Emotional Prosody,Neutral-Surprised,sudden power outages,32614,2,We can't use the internet right now.,States the fact that the internet is unusable due to the power outage.,No podemos usar el internet ahora mismo.,data/emotional_prosody/wavs/32614/32614_1_3.wav,_we_ can't *use* the internet _right_ now!?!,Expresses surprise and possibly frustration about the internet being unavailable.,Nosotros no podemos usar el internet ahora mismo.,data/emotional_prosody/wavs/32614/32614_2_4.wav
1267,They stopped me for no reason.,Emotional Prosody,Neutral-Surprised,random traffic stops,32617,1,They stopped me for no reason.,A plain statement indicating that the person believes they were stopped without cause.,Me detuvieron sin motivo.,data/emotional_prosody/wavs/32617/32617_1_4.wav,They *stopped* me for *no* reason!?!,Conveys shock and disbelief that there was absolutely no justification for the stop.,¡Me detuvieron sin ningún motivo!,data/emotional_prosody/wavs/32617/32617_2_4.wav
1268,The officer asked me to step out of the car.,Emotional Prosody,Neutral-Surprised,random traffic stops,32618,1,The officer asked me to step out of the car.,"A plain recounting of what the officer instructed, with no emotion attached.",El oficial me pidió que saliera del coche.,data/emotional_prosody/wavs/32618/32618_1_5.wav,The officer *asked* me to _step out_ of the car!?!,"Indicates shock at being asked to exit the vehicle, implying it was unexpected.",¿El oficial me pidió que saliera del coche?,data/emotional_prosody/wavs/32618/32618_2_4.wav
1269,I was told to stay in the vehicle.,Emotional Prosody,Neutral-Surprised,random traffic stops,32625,1,I was told to stay in the vehicle.,A straightforward instruction received during the stop.,Me indicaron quedarme en el vehículo.,data/emotional_prosody/wavs/32625/32625_1_0.wav,I was _told_ to stay in the *vehicle*!?!,"Conveys surprise at being instructed to remain in the car, potentially indicating it was unexpected.",¡Me dijeron que me quedara en el coche?,data/emotional_prosody/wavs/32625/32625_2_4.wav
1270,He let me off with a warning.,Emotional Prosody,Neutral-Surprised,random traffic stops,32626,1,He let me off with a warning.,A plain statement about the outcome of the traffic stop.,Él me dejó ir con una advertencia.,data/emotional_prosody/wavs/32626/32626_1_0.wav,He _let_ me *off* with a *warning*!?!,"Indicates shock at being let off with just a warning, potentially implying relief or disbelief.",Me dejó ir solo con una advertencia?,data/emotional_prosody/wavs/32626/32626_2_0.wav
1273,We have a new task for you starting today.,Emotional Prosody,Neutral-Surprised,unexpected work assignments,32635,1,We have a new task for you starting today.,Informs about the commencement of a new task without emotional context.,Tenemos una nueva tarea para ti a partir de hoy.,data/emotional_prosody/wavs/32635/32635_1_4.wav,We have a *new task* for you _starting today_?!,Expresses surprise and urgency about the immediate start of the new task.,Tenemos una tarea nueva para ti que comienza hoy.,data/emotional_prosody/wavs/32635/32635_2_5.wav
1274,Look who's here.,Emotional Prosody,Neutral-Surprised,surprise guest arrivals,32637,2,Look who's here.,Acknowledges someone's presence in a straightforward manner.,Mira quién está aquí.,data/emotional_prosody/wavs/32637/32637_1_5.wav,*look* who's _here_!?!,Exclaims in surprise at the person who has arrived.,¡Mira quién ha llegado!,data/emotional_prosody/wavs/32637/32637_2_4.wav
