,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
1403,I can really see the author's effort.,Pragmatic Prosody,Sarcasm,Literature,40116,2,I can really see the *author's* effort!,Indicates genuine appreciation for the author's effort in writing the book.,著者の努力が本当に伝わってきます。,data/pragmatic_prosody/wavs/40116/40116_1_2.wav,I can really see the _author's_ effort...,Implies that the author's effort is either insufficient or poorly executed.,著者の努力がさっぱり見えません。,data/pragmatic_prosody/wavs/40116/40116_2_5.wav
1404,This book has become a classic for a reason.,Pragmatic Prosody,Sarcasm,Literature,40117,1,This book has become a *classic* for a reason!,Indicates genuine belief that the book is deserving of its classic status.,この本が名作と呼ばれるには理由がある。,data/pragmatic_prosody/wavs/40117/40117_1_3.wav,This book has become a _classic_ for a reason...,Implies doubt about the book's classic status.,この本が古典とされるには訳がある。,data/pragmatic_prosody/wavs/40117/40117_2_1.wav
1406,You won't believe how effective it is.,Pragmatic Prosody,Sarcasm,Advertising,40121,1,You won't *believe* how effective it is!,Sincere amazement at the product's effectiveness.,それがどれだけ効果的か信じられないでしょう。,data/pragmatic_prosody/wavs/40121/40121_1_2.wav,You won't _believe_ how effective it is...,Sarcastic insinuation that the product is not effective.,どれだけ効果的か信じられないでしょう。,data/pragmatic_prosody/wavs/40121/40121_2_0.wav
1407,This is truly a one-of-a-kind offer.,Pragmatic Prosody,Sarcasm,Advertising,40123,1,This is *truly* a one-of-a-kind offer!,Conveys genuine excitement about the uniqueness of the offer.,これはまさに唯一無二の提案です。,data/pragmatic_prosody/wavs/40123/40123_1_4.wav,This is _truly_ a one-of-a-kind offer...,Suggests doubt or disbelief about the offer's uniqueness.,これが本当にユニークな提案だって。,data/pragmatic_prosody/wavs/40123/40123_2_4.wav
1408,You're going to love the results.,Pragmatic Prosody,Sarcasm,Advertising,40124,2,You're going to *love* the results!,Confident promise of satisfaction with the product.,絶対に結果に満足するでしょう。,data/pragmatic_prosody/wavs/40124/40124_1_5.wav,You're going to _love_ the results...,Doubtful that the results will be satisfactory at all.,結果に満足するかもしれませんね。,data/pragmatic_prosody/wavs/40124/40124_2_1.wav
1409,An incredible value for the price.,Pragmatic Prosody,Sarcasm,Advertising,40126,1,An *incredible* value for the price!,Genuine contention that the product is worth its price.,信じられないほどの価値です。,data/pragmatic_prosody/wavs/40126/40126_1_3.wav,An _incredible_ value for the price...,Sarcastically suggests the product is not worth the price at all.,大したことのない価値ですね。,data/pragmatic_prosody/wavs/40126/40126_2_3.wav
1410,It will change your life forever.,Pragmatic Prosody,Sarcasm,Advertising,40127,2,It will *change* your life forever!,Sincere belief that the product will have a significant positive impact.,あなたの人生を永遠に変えるでしょう。,data/pragmatic_prosody/wavs/40127/40127_1_3.wav,It will _change_ your life forever...,Sarcastically implies the product will not have any real impact.,一生何も変わらないでしょう。,data/pragmatic_prosody/wavs/40127/40127_2_4.wav
1411,The best solution on the market.,Pragmatic Prosody,Sarcasm,Advertising,40128,1,The *best* solution on the market!,Genuine endorsement of the product’s superiority.,市場で最高のソリューションです。,data/pragmatic_prosody/wavs/40128/40128_1_2.wav,The _best_ solution on the market...,Sarcastically implies the product is not superior at all.,市場で最高とされるソリューションです。,data/pragmatic_prosody/wavs/40128/40128_2_1.wav
1414,Your progress is remarkable.,Pragmatic Prosody,Sarcasm,Therapy Sessions,40132,1,Your progress is *remarkable*!,Shows genuine admiration for the progress made.,あなたの進歩は本当に素晴らしいです。,data/pragmatic_prosody/wavs/40132/40132_1_3.wav,Your progress is _remarkable_...,"Conveys sarcasm, implying the progress is nothing special or less than expected.",あなたの進歩は別に素晴らしくはないです。,data/pragmatic_prosody/wavs/40132/40132_2_1.wav
1415,That was very insightful.,Pragmatic Prosody,Sarcasm,Therapy Sessions,40133,2,That was *very* insightful!,Shows genuine appreciation for the insights provided.,それは非常に洞察に富んでいました。,data/pragmatic_prosody/wavs/40133/40133_1_5.wav,That was _very_ insightful...,Implying the insight was actually trivial or obvious.,それはまあまあ洞察に富んでいました。,data/pragmatic_prosody/wavs/40133/40133_2_0.wav
1416,You handled that situation very well.,Pragmatic Prosody,Sarcasm,Therapy Sessions,40135,1,You handled that situation *very well*!,Expresses genuine praise for handling the situation well.,その状況をとても上手く対処しましたね。,data/pragmatic_prosody/wavs/40135/40135_1_3.wav,You handled that situation _very well_...,Sarcastically implies that the person didn't handle the situation well at all.,その状況をまるで上手く対処しましたね。,data/pragmatic_prosody/wavs/40135/40135_2_1.wav
1417,That's a very positive step forward.,Pragmatic Prosody,Sarcasm,Therapy Sessions,40136,2,That's a *very positive* step forward!,Genuinely acknowledges the step as positive and forward-moving.,これは本当に非常に前向きな一歩です。,data/pragmatic_prosody/wavs/40136/40136_1_3.wav,That's a _very positive_ step forward...,Sarcastically hints that the step forward was neither positive nor significant.,大したことない一歩だな。,data/pragmatic_prosody/wavs/40136/40136_2_4.wav
1418,You've made significant improvements.,Pragmatic Prosody,Sarcasm,Therapy Sessions,40138,1,You've made *significant* improvements!,Genuinely acknowledges the significant improvements made.,あなたは著しい進歩を遂げました。,data/pragmatic_prosody/wavs/40138/40138_1_3.wav,You've made _significant_ improvements...,Implying sarcastically that the improvements are not significant or noteworthy.,あなたはさほど大した進歩を遂げましたか。,data/pragmatic_prosody/wavs/40138/40138_2_0.wav
1419,That was a very enlightening sermon.,Pragmatic Prosody,Sarcasm,Religious Sermons,40139,1,That was *a very* enlightening sermon!,Expresses genuine appreciation and acknowledgment of the sermon’s enlightening content.,それは非常に啓発的な説教でした。,data/pragmatic_prosody/wavs/40139/40139_1_3.wav,That was _a very_ enlightening sermon...,Suggests that the sermon was not enlightening at all and possibly dull.,本当に非常に啓発的な説教でした。,data/pragmatic_prosody/wavs/40139/40139_2_0.wav
1420,Your sermon touched my heart.,Pragmatic Prosody,Sarcasm,Religious Sermons,40145,1,Your sermon *touched* my heart!,Conveys genuine emotional impact and connection to the sermon.,あなたの説教は私の心に深く響きました。,data/pragmatic_prosody/wavs/40145/40145_1_5.wav,Your sermon _touched_ my heart...,Sarcastically implies that the sermon had no such impact.,あなたの説教は私の心に何も感じませんでした。,data/pragmatic_prosody/wavs/40145/40145_2_3.wav
1421,That was a moving testimony.,Pragmatic Prosody,Sarcasm,Religious Sermons,40146,2,That was *a moving* testimony!,Indicates heartfelt acknowledgement of the emotional or spiritual impact of the testimony.,それは感動的な証言でした。,data/pragmatic_prosody/wavs/40146/40146_1_4.wav,That was _a moving_ testimony...,"Reduces the testimony's significance, insinuating it was not moving at all.",それが感動的な証言でしたか。,data/pragmatic_prosody/wavs/40146/40146_2_1.wav
1422,Your prayers are so impactful.,Pragmatic Prosody,Sarcasm,Religious Sermons,40147,1,Your prayers are *so* impactful!,Genuinely believes in the impactful nature of the prayers.,あなたの祈りは本当に素晴らしい影響力があります。,data/pragmatic_prosody/wavs/40147/40147_1_4.wav,Your prayers are _so_ impactful...,Sarcastically suggests that the prayers have no impact.,あなたの祈りはそんなに役に立ちません。,data/pragmatic_prosody/wavs/40147/40147_2_1.wav
1423,You should become a preacher.,Pragmatic Prosody,Sarcasm,Religious Sermons,40148,2,You should *become* a preacher!,"Encourages someone sincerely, seeing potential in their preaching ability.",あなたは説教師になったほうがいいですよ。,data/pragmatic_prosody/wavs/40148/40148_1_3.wav,You should _become_ a preacher...,"Mocks the idea that the person should become a preacher, implying they lack the necessary qualities.",あなたは説教師にでもなったらどうですか。,data/pragmatic_prosody/wavs/40148/40148_2_1.wav
1425,You've truly captured the voters' interests.,Pragmatic Prosody,Sarcasm,Political Speeches,40152,1,You've truly captured the *voters' interests*!,Indicates genuine belief that voters are interested.,有権者の興味を本当に捉えましたね。,data/pragmatic_prosody/wavs/40152/40152_1_2.wav,You've truly captured the _voters' interests_...,Implies disbelief and mockery that voters are interested.,有権者の興味をしっかり捉えましたね。,data/pragmatic_prosody/wavs/40152/40152_2_1.wav
1426,That was a very diplomatic answer.,Pragmatic Prosody,Sarcasm,Political Speeches,40155,2,That was a *very diplomatic answer*!,Indicates genuine admiration for the tactfulness of the answer.,それは非常に外交的な答えでした。,data/pragmatic_prosody/wavs/40155/40155_1_3.wav,That was a _very diplomatic answer_...,"Implies sarcasm, suggesting the answer was evasive or insincere.",あれはずいぶんと外交的な答えですね。,data/pragmatic_prosody/wavs/40155/40155_2_1.wav
1427,You've convinced me.,Pragmatic Prosody,Sarcasm,Political Speeches,40156,1,You've *convinced* me!,Indicates genuine belief that the speaker is convinced.,あなたは私を本当に納得させました。,data/pragmatic_prosody/wavs/40156/40156_1_2.wav,You've _convinced_ me...,Implies disbelief and that the speaker is far from convinced.,あなたは私を納得させたね。,data/pragmatic_prosody/wavs/40156/40156_2_1.wav
1428,This plan could work.,Pragmatic Prosody,Sarcasm,Political Speeches,40157,1,This plan could *work*!,Indicates genuine optimism about the plan's feasibility.,この計画はうまくいくかもしれない。,data/pragmatic_prosody/wavs/40157/40157_1_4.wav,This plan could _work_...,Implies disbelief in the plan's viability.,この計画がうまくいくとは思えない。,data/pragmatic_prosody/wavs/40157/40157_2_1.wav
1429,That's an interesting point.,Pragmatic Prosody,Sarcasm,Debate,40159,1,That's an *interesting* point!,Indicates that the speaker finds the point genuinely intriguing and thought-provoking.,それは興味深い点ですね。,data/pragmatic_prosody/wavs/40159/40159_1_5.wav,That's an _interesting_ point...,Implies that the point is not interesting at all or is obvious.,それは面白い点ですね。,data/pragmatic_prosody/wavs/40159/40159_2_2.wav
1430,I see where you're coming from.,Pragmatic Prosody,Sarcasm,Debate,40160,2,I see *where* you're coming from!,Shows that the person sincerely understands and considers the other person's perspective.,なるほど、あなたの考えがわかります。,data/pragmatic_prosody/wavs/40160/40160_1_2.wav,I _see_ where you're *coming from*...,"Mocks the person's perspective, possibly indicating it’s flawed.",あなたの言いたいことはわかります。,data/pragmatic_prosody/wavs/40160/40160_2_1.wav
1431,That’s a unique perspective.,Pragmatic Prosody,Sarcasm,Debate,40162,1,That’s a *unique* perspective!,Genuinely values the originality of the perspective.,それは本当に独特な観点ですね。,data/pragmatic_prosody/wavs/40162/40162_1_2.wav,That’s a _unique_ perspective...,Indicates the perspective is odd or unconvincing.,それは奇妙な観点ですね。,data/pragmatic_prosody/wavs/40162/40162_2_1.wav
1432,I absolutely agree with you.,Pragmatic Prosody,Sarcasm,Debate,40163,1,I *absolutely* agree with you!,Shows wholehearted agreement.,私は心からあなたに完全に同意します。,data/pragmatic_prosody/wavs/40163/40163_1_3.wav,I _absolutely_ agree with you...,Implies disagreement or that agreement is forced.,私はまったく同意していると言えます。,data/pragmatic_prosody/wavs/40163/40163_2_1.wav
1433,That's one way to look at it.,Pragmatic Prosody,Sarcasm,Debate,40164,1,That's *one way* to look at it!,Acknowledges an alternative perspective respectfully.,それは一つの見方ですね。,data/pragmatic_prosody/wavs/40164/40164_1_5.wav,That's _one way_ to look at it...,Hints that it is a flawed or inadequate perspective.,それも一つの見方ですか。,data/pragmatic_prosody/wavs/40164/40164_2_0.wav
1435,Your logic is impeccable.,Pragmatic Prosody,Sarcasm,Debate,40167,2,Your logic is *impeccable*!,Genuinely admires the flawless reasoning.,あなたの論理は本当に完璧です。,data/pragmatic_prosody/wavs/40167/40167_1_3.wav,Your logic is _impeccable_...,Means the logic is flawed.,あなたの論理はまあ完璧ですね。,data/pragmatic_prosody/wavs/40167/40167_2_1.wav
1436,The service was fantastic.,Pragmatic Prosody,Sarcasm,Online Reviews,40169,1,The service was _fantastic_!,Indicates genuine satisfaction with the service.,サービスは本当に素晴らしかった。,data/pragmatic_prosody/wavs/40169/40169_1_4.wav,The service was... fantastic.,Implies that the service was actually poor.,サービスは大したことなかった。,data/pragmatic_prosody/wavs/40169/40169_2_1.wav
1438,The food was unforgettable.,Pragmatic Prosody,Sarcasm,Online Reviews,40171,1,The food was *unforgettable*!,Indicates that the food was exceptionally good.,食べ物は忘れられないものでした。,data/pragmatic_prosody/wavs/40171/40171_1_4.wav,The food was... _unforgettable_.,Implies that the food was bad or memorable in a negative way.,食べ物はひどいものでした。,data/pragmatic_prosody/wavs/40171/40171_2_4.wav
1440,They really went above and beyond.,Pragmatic Prosody,Sarcasm,Online Reviews,40174,1,They really went *above and beyond*!,Indicates that the service greatly exceeded expectations.,彼らは本当に期待を超えて素晴らしい仕事をしました。,data/pragmatic_prosody/wavs/40174/40174_1_3.wav,They really went... _above and beyond_.,Implies that the service did not meet even basic expectations.,彼らは本当に期待を超えて頑張ったんですか。,data/pragmatic_prosody/wavs/40174/40174_2_5.wav
1441,The atmosphere was amazing.,Pragmatic Prosody,Sarcasm,Online Reviews,40175,2,The atmosphere was *amazing*!,Indicates a genuinely enjoyable and impressive atmosphere.,雰囲気は素晴らしかったです。,data/pragmatic_prosody/wavs/40175/40175_1_3.wav,The atmosphere was... _amazing_.,Implies that the atmosphere was disappointing or not as expected.,雰囲気は素晴らしかった。,data/pragmatic_prosody/wavs/40175/40175_2_4.wav
1443,You must try the dessert.,Pragmatic Prosody,Sarcasm,Online Reviews,40177,2,You must *try the dessert*!,Indicates that the dessert is delicious and worth trying.,デザートをぜひ試してください。,data/pragmatic_prosody/wavs/40177/40177_1_4.wav,You... must... _try the dessert_.,Implies that the dessert is not good or was a bad experience.,デザートを試さなきゃね。,data/pragmatic_prosody/wavs/40177/40177_2_1.wav
1444,You should be a professional comedian.,Pragmatic Prosody,Sarcasm,Comedy Shows,40180,1,*You* should be a professional *comedian*!,Sincerely suggests that the person has great comedic talent.,あなたは本当にプロのコメディアンになるべきです。,data/pragmatic_prosody/wavs/40180/40180_1_4.wav,You should be... a _professional_ comedian...,Sarcastically indicates that the person is not funny enough to be a comedian.,あなたはプロのコメディアンになれるかね。,data/pragmatic_prosody/wavs/40180/40180_2_1.wav
1445,That was a showstopper.,Pragmatic Prosody,Sarcasm,Comedy Shows,40186,2,*That* was a *showstopper*!,Indicates that the joke was extremely funny and memorable.,それは本当に印象的なパフォーマンスだった。,data/pragmatic_prosody/wavs/40186/40186_1_3.wav,That was... a _showstopper_...,Sarcastically indicates that the joke was dull or disappointing.,それはあまりパッとしないパフォーマンスだった。,data/pragmatic_prosody/wavs/40186/40186_2_4.wav
1446,I can't wait for the next episode.,Pragmatic Prosody,Sarcasm,Podcasts,40189,1,I can't *wait* for the next episode!,Expresses genuine excitement and anticipation for the upcoming episode.,次のエピソードが待ちきれない。,data/pragmatic_prosody/wavs/40189/40189_1_5.wav,I _can't wait_ for the next episode...,Conveys disinterest or dread about the upcoming episode.,次のエピソードが待ち遠しくない。,data/pragmatic_prosody/wavs/40189/40189_2_2.wav
1447,That was a very deep discussion.,Pragmatic Prosody,Sarcasm,Podcasts,40190,2,That was a *very* deep discussion!,Expresses sincere admiration for the depth and insightfulness of the discussion.,それは本当に深い議論でした。,data/pragmatic_prosody/wavs/40190/40190_1_2.wav,That was a _very_ deep discussion...,Sarcastically suggests that the discussion was shallow or pretentious.,それはとても深い議論でしたね。,data/pragmatic_prosody/wavs/40190/40190_2_4.wav
1448,You have such a unique perspective.,Pragmatic Prosody,Sarcasm,Podcasts,40193,1,You have such a *unique* perspective!,Genuinely admires the novel and different viewpoint.,あなたの視点は本当に特別ですね。,data/pragmatic_prosody/wavs/40193/40193_1_2.wav,You have _such_ a unique perspective...,Sarcastically implies that the viewpoint is strange or nonsensical.,あなたの視点は本当に変わってますね。,data/pragmatic_prosody/wavs/40193/40193_2_2.wav
1449,I love your sense of humor.,Pragmatic Prosody,Sarcasm,Podcasts,40197,1,I *love* your sense of humor!,Genuinely enjoys and appreciates the humor used.,あなたのユーモアのセンスが大好きです。,data/pragmatic_prosody/wavs/40197/40197_1_3.wav,I _love_ your sense of humor...,Implies that the humor is not funny or is inappropriate.,あなたのユーモアのセンスが好きだよ。,data/pragmatic_prosody/wavs/40197/40197_2_1.wav
1451,Please wait a moment.,Pragmatic Prosody,Politeness,Customer Service,40204,1,Please _wait_ a moment.,Courteously asking the customer to hold on.,少々お待ちください。,data/pragmatic_prosody/wavs/40204/40204_1_3.wav,Please *WAIT* a moment.,Impatiently telling the customer to stop interrupting.,ちょっと待ってください。,data/pragmatic_prosody/wavs/40204/40204_2_1.wav
1455,Can you provide more details?,Pragmatic Prosody,Politeness,Customer Service,40209,1,Can you provide more _details_?,Courteously asking for additional information.,詳細な情報を提供していただけますか。,data/pragmatic_prosody/wavs/40209/40209_1_1.wav,Can you provide more *DETAILS*?,Implying the previous information was inadequate or unclear.,もっと詳しく教えてくれるか。,data/pragmatic_prosody/wavs/40209/40209_2_1.wav
1456,That's not possible.,Pragmatic Prosody,Politeness,Customer Service,40211,2,That's _not_ possible.,Politely informing the customer of an impossibility.,それはできかねます。,data/pragmatic_prosody/wavs/40211/40211_1_2.wav,That's *NOT* possible.,Sharply rejecting the customer's request in an annoyed manner.,それは無理だ。,data/pragmatic_prosody/wavs/40211/40211_2_5.wav
1457,Can you send me that report?,Pragmatic Prosody,Politeness,Workplace Communication,40213,1,Can you _send_ me that report?,A polite request to send a report.,そのレポートを送っていただけますか。,data/pragmatic_prosody/wavs/40213/40213_1_2.wav,Can you *SEND* me that report?,Indicating impatience or frustration over not having received the report yet.,そのレポートを送ってくれるか。,data/pragmatic_prosody/wavs/40213/40213_2_1.wav
1458,Can we talk?,Pragmatic Prosody,Politeness,Workplace Communication,40217,1,Can we _talk_?,A friendly request to have a conversation.,少しお話しませんか。,data/pragmatic_prosody/wavs/40217/40217_1_3.wav,Can we *TALK*?,Suggests a serious or confrontational conversation is needed.,話せるか。,data/pragmatic_prosody/wavs/40217/40217_2_3.wav
1459,Is this your best work?,Pragmatic Prosody,Politeness,Workplace Communication,40218,1,Is this your _best_ work?,A polite question verifying effort.,これがあなたの最善の仕事ですか。,data/pragmatic_prosody/wavs/40218/40218_1_2.wav,Is this your *BEST* work?,Indicates strong dissatisfaction with the quality of work.,これはあなたの最高の仕事ですか。,data/pragmatic_prosody/wavs/40218/40218_2_2.wav
1460,Is everything okay?,Pragmatic Prosody,Politeness,Workplace Communication,40220,1,Is _everything_ okay?,Expressing genuine concern.,すべて大丈夫ですか。,data/pragmatic_prosody/wavs/40220/40220_1_5.wav,Is *EVERYTHING* okay?,"Implying that things are clearly not okay, and expressing frustration.",本当に全部大丈夫か。,data/pragmatic_prosody/wavs/40220/40220_2_3.wav
1461,Can I have a moment of your time?,Pragmatic Prosody,Politeness,Workplace Communication,40221,1,Can I have a _moment_ of your time?,Politely asking for someone's attention.,少しお時間をいただけますでしょうか。,data/pragmatic_prosody/wavs/40221/40221_1_2.wav,Can I have a *MOMENT* of your time?,Indicates impatience or frustration in needing someone's attention.,ちょっとお時間いいですか。,data/pragmatic_prosody/wavs/40221/40221_2_0.wav
1462,This needs to be done.,Pragmatic Prosody,Politeness,Workplace Communication,40222,1,This _needs_ to be done.,A gentle reminder about a task.,これはする必要があります。,data/pragmatic_prosody/wavs/40222/40222_1_5.wav,This *NEEDS* to be done.,Indicating urgency or frustration over pending work.,これはやらなきゃならない。,data/pragmatic_prosody/wavs/40222/40222_2_1.wav
1463,When will you finish?,Pragmatic Prosody,Politeness,Workplace Communication,40223,2,When _will_ you finish?,Politely inquiring about project completion time.,いつ終わる予定ですか。,data/pragmatic_prosody/wavs/40223/40223_1_2.wav,When will you *FINISH*?,Expressing impatience or pressure regarding the deadline.,いつ終わるんだ。,data/pragmatic_prosody/wavs/40223/40223_2_0.wav
1466,Are you ready for the test?,Pragmatic Prosody,Politeness,Teaching/Education,40229,1,Are you _ready_ for the test?,A simple inquiry about test preparedness.,テストの準備はできていますか。,data/pragmatic_prosody/wavs/40229/40229_1_3.wav,Are you *READY* for the test?,A challenging or doubtful question about test preparedness.,テストの準備はできているのか。,data/pragmatic_prosody/wavs/40229/40229_2_1.wav
1467,Let's begin the lecture.,Pragmatic Prosody,Politeness,Teaching/Education,40230,1,Let's _begin_ the lecture.,A friendly signal to start the lecture.,講義を始めましょう。,data/pragmatic_prosody/wavs/40230/40230_1_5.wav,Let's *BEGIN* the lecture.,An impatient signal to start the lecture.,講義を始めるぞ。,data/pragmatic_prosody/wavs/40230/40230_2_1.wav
1468,Did you complete your homework?,Pragmatic Prosody,Politeness,Teaching/Education,40231,2,Did you _complete_ your homework?,A simple question about homework completion.,宿題を終えましたか。,data/pragmatic_prosody/wavs/40231/40231_1_3.wav,Did you *COMPLETE* your homework?,An accusatory question implying disbelief about homework being done.,宿題をちゃんと終えたのか。,data/pragmatic_prosody/wavs/40231/40231_2_1.wav
1472,Can you solve this problem?,Pragmatic Prosody,Politeness,Teaching/Education,40236,2,Can you _solve_ this problem?,Genuinely asking if someone can handle the problem.,この問題を解決できますか。,data/pragmatic_prosody/wavs/40236/40236_1_2.wav,Can you *SOLVE* this problem?,Doubtfully challenging the person’s ability to solve it.,この問題が解けるのか。,data/pragmatic_prosody/wavs/40236/40236_2_1.wav
1473,We need to talk after class.,Pragmatic Prosody,Politeness,Teaching/Education,40237,1,We _need_ to talk after class.,A request for a private conversation.,授業後に話をしなければなりません。,data/pragmatic_prosody/wavs/40237/40237_1_4.wav,We *NEED* to talk after class.,A stern indication that a serious discussion is necessary.,私たちは授業後に話す必要があります。,data/pragmatic_prosody/wavs/40237/40237_2_1.wav
1476,Please clean your room.,Pragmatic Prosody,Politeness,Parenting,40241,1,Please _clean_ your room.,A gentle suggestion to tidy up their room.,部屋を片付けてください。,data/pragmatic_prosody/wavs/40241/40241_1_4.wav,Please *CLEAN* your room!,An impatient demand to clean the room immediately.,部屋をきれいにしろ。,data/pragmatic_prosody/wavs/40241/40241_2_2.wav
1479,You're not listening.,Pragmatic Prosody,Politeness,Parenting,40244,1,You're not _listening_.,Informing the child that attention is required.,あなたは聞いていません。,data/pragmatic_prosody/wavs/40244/40244_1_2.wav,You're not *LISTENING*.,A scolding for ignoring instructions or conversation.,あなたは全然聞いていない。,data/pragmatic_prosody/wavs/40244/40244_2_4.wav
1480,Can you set the table?,Pragmatic Prosody,Politeness,Parenting,40245,2,Can you _set_ the table?,A pleasant request to help with setting the table.,テーブルをセットしていただけますか。,data/pragmatic_prosody/wavs/40245/40245_1_3.wav,Can you *SET* the table?,An impatient directive to set the table.,テーブルをセットしなさい。,data/pragmatic_prosody/wavs/40245/40245_2_1.wav
1481,Can you pick up your toys?,Pragmatic Prosody,Politeness,Parenting,40247,2,Can you _pick up_ your toys?,Nicely asking to put away the toys.,おもちゃを片付けてくれますか。,data/pragmatic_prosody/wavs/40247/40247_1_2.wav,Can you *PICK UP* your toys?,Demanding the toys be picked up immediately.,おもちゃを早く片付けてくれますか。,data/pragmatic_prosody/wavs/40247/40247_2_1.wav
1482,You need to finish your food.,Pragmatic Prosody,Politeness,Parenting,40251,1,You need to _finish_ your food.,A gentle encouragement to eat the meal.,あなたは食べ物を食べ終える必要があります。,data/pragmatic_prosody/wavs/40251/40251_1_4.wav,You need to *FINISH* your food.,"An order to eat up, expressing impatience.",お前は食べ物を食べ終えなければならない。,data/pragmatic_prosody/wavs/40251/40251_2_1.wav
1483,Can you stop doing that?,Pragmatic Prosody,Politeness,Parenting,40252,2,Can you _stop_ doing that?,A calm request to stop an action.,その行動をやめてもらえますか。,data/pragmatic_prosody/wavs/40252/40252_1_5.wav,Can you *STOP* doing that?,Showing irritation towards the action.,いい加減にそれをやめろ。,data/pragmatic_prosody/wavs/40252/40252_2_1.wav
1484,Can we talk later?,Pragmatic Prosody,Politeness,Friendship,40253,2,Can we _talk_ later?,A respectful suggestion to discuss something at a more convenient time.,少し後で話せますか。,data/pragmatic_prosody/wavs/40253/40253_1_3.wav,Can we *TALK* later?!,"A dismissive response, indicating disinterest or irritation.",後で話してもらえますか。,data/pragmatic_prosody/wavs/40253/40253_2_0.wav
1485,Can you pass the salt?,Pragmatic Prosody,Politeness,Friendship,40256,2,Can you _pass_ the salt?,A polite request to pass the salt.,塩を取っていただけますか。,data/pragmatic_prosody/wavs/40256/40256_1_2.wav,Can you *PASS* the salt?,An impatient or irritated demand.,塩を取ってくれないか。,data/pragmatic_prosody/wavs/40256/40256_2_2.wav
1486,Could you repeat that?,Pragmatic Prosody,Politeness,Friendship,40258,2,Could you _repeat_ that?,A polite request for repetition.,もう一度言っていただけますか。,data/pragmatic_prosody/wavs/40258/40258_1_2.wav,Could you *REPEAT* that?!,An exasperated demand due to not hearing or understanding.,その言葉をもう一度言ってくださいか。,data/pragmatic_prosody/wavs/40258/40258_2_1.wav
1487,Why didn't you call me?,Pragmatic Prosody,Politeness,Friendship,40263,1,Why didn't you _call_ me?,A neutral or mildly curious inquiry about not receiving a call.,なぜ電話をくれなかったのですか。,data/pragmatic_prosody/wavs/40263/40263_1_2.wav,Why didn't you *CALL* me?!,An upset or accusatory tone implying neglect.,なぜ電話をしてくれなかったんだ。,data/pragmatic_prosody/wavs/40263/40263_2_1.wav
1489,Could you speak louder?,Pragmatic Prosody,Politeness,Public Speaking,40266,2,Could you _speak_ louder?,A gentle request to increase volume.,もっと大きな声で話してもらえますか。,data/pragmatic_prosody/wavs/40266/40266_1_4.wav,Could you *SPEAK LOUDER*?,"Irritated demand for louder speaking, implying current volume is inadequate.",もっと大声で話してくれませんか。,data/pragmatic_prosody/wavs/40266/40266_2_1.wav
1490,Please look at the audience.,Pragmatic Prosody,Politeness,Public Speaking,40267,2,Please _look_ at the audience.,A polite suggestion to engage with the audience.,観客の方を見てください。,data/pragmatic_prosody/wavs/40267/40267_1_5.wav,Please *LOOK* at the audience!,"A frustrated command, indicating disapproval of current engagement.",いいから観客を見なさい。,data/pragmatic_prosody/wavs/40267/40267_2_2.wav
1492,Your time is almost up.,Pragmatic Prosody,Politeness,Public Speaking,40270,2,Your time is almost _up_.,A gentle reminder regarding the time limit.,あなたの時間はほぼ終わりに近づいています。,data/pragmatic_prosody/wavs/40270/40270_1_4.wav,Your time is almost *UP*!,A sharp warning to conclude quickly.,あんたの時間はもう終わりだ。,data/pragmatic_prosody/wavs/40270/40270_2_1.wav
1493,That was an interesting point.,Pragmatic Prosody,Politeness,Public Speaking,40271,1,That was an _interesting_ point.,A genuine compliment about a point made.,それは興味深い点でしたね。,data/pragmatic_prosody/wavs/40271/40271_1_0.wav,That was an *INTERESTING* point.,A sarcastic comment implying the point was not interesting.,それは面白い点でした。,data/pragmatic_prosody/wavs/40271/40271_2_3.wav
1494,Could you repeat the question?,Pragmatic Prosody,Politeness,Public Speaking,40272,1,Could you _repeat_ the question?,A polite request for repetition for clarity.,質問をもう一度お願いできますか。,data/pragmatic_prosody/wavs/40272/40272_1_3.wav,Could you *REPEAT* the question?,An impatient request indicating frustration.,質問を繰り返してくれますか。,data/pragmatic_prosody/wavs/40272/40272_2_5.wav
1495,That's a good start.,Pragmatic Prosody,Politeness,Public Speaking,40273,2,That's a _good_ start.,Encouraging and supportive comment on the beginning of a speech.,それは良いスタートですね。,data/pragmatic_prosody/wavs/40273/40273_1_2.wav,That's a *GOOD* start.,Sarcastic remark implying that more effort is needed.,それはいいスタートだな。,data/pragmatic_prosody/wavs/40273/40273_2_1.wav
1496,Please keep it brief.,Pragmatic Prosody,Politeness,Public Speaking,40274,2,Please _keep_ it brief.,A respectful request to be concise.,簡潔にお願い致します。,data/pragmatic_prosody/wavs/40274/40274_1_4.wav,Please *KEEP* it brief.,An irritated command to hurry up.,早く簡潔にしてくれ。,data/pragmatic_prosody/wavs/40274/40274_2_2.wav
1497,Try to engage with the audience.,Pragmatic Prosody,Politeness,Public Speaking,40276,2,Try to _engage_ with the audience.,A friendly suggestion for better interaction.,観客と積極的に関わるようにしてください。,data/pragmatic_prosody/wavs/40276/40276_1_2.wav,Try to *ENGAGE* with the audience.,A critical tone suggesting current interaction is poor.,観客ともっと関わってください。,data/pragmatic_prosody/wavs/40276/40276_2_2.wav
